Token,theta
150,
shRNAs,
per,
gene,
was,
enzymatically,
generated,
from,
normalized,
(,
reduced,
-,
redundance,
),
human,
cDNA,
.,
The,
library,
was,
constructed,
in,
an,
inducible,
lentiviral,
vector,
",",
enabling,
propagation,
of,
growth,
-,
inhibiting,
shRNAs,
and,
controlled,
activity,
measurements,
.,
RNAi,
activities,
were,
measured,
for,
101,
shRNA,
clones,
representing,
100,
human,
genes,
and,
for,
201,
shRNAs,
derived,
from,
a,
firefly,
luciferase,
gene,
.,
Structure,
-,
activity,
analysis,
of,
these,
two,
datasets,
yielded,
a,
set,
of,
structural,
criteria,
for,
shRNA,
efficacy,
",",
increasing,
the,
frequencies,
of,
active,
shRNAs,
up,
to,
5,
-,
fold,
relative,
to,
random,
sampling,
.,
The,
same,
library,
was,
used,
to,
select,
shRNAs,
that,
inhibit,
breast,0.20772602588990563
carcinoma,0.18924240779483953
cell,
growth,
by,
targeting,
potential,
oncogenes,
.,
Genes,
targeted,
by,
the,
selected,
shRNAs,
were,
enriched,
for,
10,
pathways,
",",
9,
of,
which,
have,
been,
previously,
associated,
with,
various,
cancers,0.5250337906244472
",",
cell,
cycle,
progression,
",",
or,
apoptosis,
.,
One,
hundred,
nineteen,
genes,
",",
enriched,
through,
this,
selection,
and,
represented,
by,
two,
to,
six,
shRNAs,
each,
",",
were,
identified,
as,
potential,
cancer,0.5370307002475473
drug,
targets,
.,
Short,
interfering,
RNAs,
against,
19,
of,
22,
tested,
genes,
in,
this,
group,
inhibited,
cell,
growth,
",",
validating,
the,
efficiency,
of,
this,
strategy,
for,
high,
-,
throughput,
target,
gene,
identification,
.,
Isolated,
giant,
tuberculomata,-0.32942648719573925
of,
the,
liver,
detected,
by,
computed,
tomography,
.,
Isolated,
giant,
tuberculomata,-0.3181184177147672
of,
the,
liver,
are,
rare,
",",
and,
they,
are,
frequently,
misdiagnosed,
as,
primary,
or,
secondary,
tumors,
of,
the,
liver,
.,
We,
describe,
the,
computed,
tomography,
findings,
in,
2,
patients,
with,
giant,
tuberculomata,-0.32682114059701006
of,
the,
liver,
.,
One,
patient,
had,
a,
large,
low,
-,
attenuation,
lesion,
with,
rim,
enhancement,
after,
contrast,
.,
The,
other,
patient,
had,
multiple,
calcific,
lesions,
that,
did,
not,
enhance,
but,
showed,
a,
rim,
of,
hypoattenuation,
after,
contrast,
.,
Biopsy,
established,
the,
diagnosis,
and,
both,
patients,
recovered,
with,
antituberculous,
chemotherapy,
.,
Perinatal,
cerebral,-0.3503026800759917
arterial,-0.3429349174230647
infarction,-0.36011843990702647
associated,
with,
a,
placental,0.11841089352130525
chorioangioma,0.1338079359455815
.,
Placental,0.07603865066668265
chorioangiomas,
are,
benign,
vascular,
tumors,0.4462547508315574
.,
Large,
chorioangiomas,
cause,
several,
obstetric,
complications,
",",
including,
premature,-0.9435454586940516
labor,-0.9311051682831522
",",
placental,-0.7812470284786317
abruption,-0.7908870268582554
",",
polyhydramnios,-0.7811099128481006
",",
fetal,-0.8016355201371577
hydrops,-0.7938236325688856
",",
fetal,-1.2707316302071636
growth,-1.385762614171369
restriction,-1.354925137499786
",",
fetal,-0.8320087479221918
hepatosplenomegaly,-0.8086975216037832
",",
cardiomegaly,-0.9664402020024246
",",
congestive,-0.6091985835582604
heart,-0.6205803815585552
failure,-0.6516790347797634
",",
and,
fetal,
death,
.,
The,
neonatal,
complications,
are,
hydrops,-0.40561206795709964
fetalis,-0.39576151131342896
",",
microangiopathic,0.17047373611374747
hemolytic,0.21006606751075454
anemia,0.15963613244272645
",",
and,
thrombocytopenia,-0.391863781727965
.,
The,
cause,
of,
perinatal,
cerebral,
arterial,0.08568510658429435
infarction,0.11828495252183295
remains,
unclear,
in,
the,
majority,
of,
cases,
.,
Investigators,
have,
reported,
a,
number,
of,
obstetric,
and,
neonatal,
complications,
in,
the,
setting,
of,
perinatal,
stroke,-0.07461450299514866
",",
including,
birth,
asphyxia,-0.9512075595859222
",",
preeclampsia,-0.507941360569849
",",
chorioamnionitis,-0.7932425198087978
",",
cardiac,-0.851153699571419
anomalies,-0.8113806177593147
",",
polycythemia,-0.29448724824768174
",",
systemic,
infection,-1.085989320246209
",",
and,
genetic,
thrombophilias,-0.6963371236981497
.,
We,
present,
a,
rare,
case,
of,
perinatal,
cerebral,-0.3405005124619514
infarction,-0.349673017170523
associated,
with,
placental,0.14240838158991523
chorioangioma,0.15208296046745387
.,
Psychophysiological,
reactions,
associated,
with,
qigong,
therapy,
.,
Qigong,
as,
a,
part,
of,
the,
traditional,
Chinese,
medicine,
is,
similar,
to,
western,
"""",
meditation,
"""",
",",
Indian,
"""",
Yoga,
"""",
or,
Japanese,
"""",
Zen,
"""",
",",
which,
can,
all,
be,
included,
in,
the,
category,
of,
traditional,
psychotherapy,
.,
A,
series,
of,
physiological,
and,
psychological,
effects,
occur,
in,
the,
course,
of,
Qigong,
training,
",",
but,
inappropriate,
training,
can,
lead,
to,
physical,
and,
mental,
disturbances,
.,
Physiological,
effects,
include,
changes,
in,
EEG,
",",
EMG,
",",
respiratory,
movement,
",",
heart,
rate,
",",
skin,
potential,
",",
skin,
temperature,
and,
finger,
tip,
volume,
",",
sympathetic,
nerve,
function,
",",
function,
in,
stomach,
and,
intestine,
",",
metabolism,
",",
endocrine,
and,
immunity,
systems,
.,
Psychological,
effects,
are,
motor,
phenomena,
and,
perceptual,
changes,
:,
patients,
experienced,
warmness,
",",
chilliness,
",",
itching,
sensation,
in,
the,
skin,
",",
numbness,-1.675650974773854
",",
soreness,
",",
bloatedness,-2.378918930781735
",",
relaxation,
",",
tenseness,
",",
floating,
",",
dropping,
",",
enlargement,
or,
constriction,
of,
the,
body,
image,
",",
a,
sensation,
of,
rising,
to,
the,
sky,
",",
falling,
off,
",",
standing,
upside,
down,
",",
playing,
on,
the,
swing,
following,
respiration,
",",
circulation,
of,
the,
intrinsic,
Qi,
",",
electric,
shock,
",",
formication,
",",
during,
Qigong,
exercise,
.,
Some,
patients,
experienced,
dreamland,
illusions,
",",
unreality,
and,
pseudohallucination,
.,
These,
phenomena,
were,
transient,
and,
vanished,
as,
the,
exercise,
terminated,
.,
Qigong,
deviation,
syndrome,
has,
become,
a,
diagnostic,
term,
and,
is,
now,
used,
widely,
in,
China,
.,
Antiproliferative,
effects,
of,
homogenates,
derived,
from,
five,
strains,
of,
candidate,
probiotic,
bacteria,
.,
Unheated,
and,
heat,
-,
treated,
homogenates,
were,
separately,
prepared,
from,
candidate,
probiotic,
bacteria,
",",
including,
Lactobacillus,
rhamnosus,
GG,
",",
Bifidobacterium,
lactis,
",",
Lactobacillus,
acidophilus,
",",
Lactobacillus,
delbrueckii,
subsp,
.,
bulgaricus,
",",
and,
Streptococcus,
thermophilus,
.,
We,
compared,
the,
phytohemagglutinin,
-,
induced,
proliferation,
of,
mononuclear,
cells,
in,
the,
presence,
of,
homogenates,
and,
in,
the,
presence,
of,
a,
control,
containing,
no,
homogenate,
by,
assessing,
thymidine,
incorporation,
in,
cell,
cultures,
.,
All,
homogenates,
suppressed,
proliferation,
",",
whether,
the,
enzymatic,
activity,
was,
inactivated,
or,
not,
inactivated,
by,
heating,
.,
When,
the,
proliferation,
assays,
were,
repeated,
with,
cytoplasmic,
and,
cell,
wall,
extracts,
derived,
from,
the,
homogenate,
of,
L,
.,
rhamnosus,
GG,
",",
the,
cytoplasmic,
extract,
but,
not,
the,
cell,
wall,
extract,
was,
suppressive,
.,
These,
findings,
indicate,
that,
candidate,
probiotic,
bacteria,
possess,
a,
heat,
-,
stable,
antiproliferative,
component,
(,
s,
),
.,
These,
bacteria,
may,
be,
used,
to,
generate,
microbiologically,
nonviable,
yet,
immunologically,
active,
probiotic,
food,
products,
that,
are,
easier,
to,
store,
and,
have,
a,
longer,
shelf,
life,
.,
Transient,
focal,
neurological,-0.9646685850736859
deficit,-0.9562953096798547
in,
sarcoidosis,0.47142033595442084
.,
Sarcoidosis,0.5264311997257511
presents,
only,
infrequently,
with,
stroke,-0.09606572701532537
or,
focal,
neurological,-1.0121822029806267
deficit,-0.969551355944576
and,
recurrent,
focal,
neurological,-0.9511355779014685
deficit,-0.9246193780704814
is,
rarer,
still,
.,
This,
case,
report,
describes,
a,
patients,
presenting,
with,
episodic,
non,
-,
fluent,
dysphasia,-0.9778688317893759
of,
abrupt,
onset,
occurring,
during,
a,
period,
of,
18,
months,
without,
evidence,
of,
seizure,-0.4749069464042305
activity,
or,
macroscopic,
granulomatous,
collection,
.,
The,
case,
illustrates,
that,
the,
presentation,
of,
neurosarcoidosis,0.41158511496622174
may,
mimic,
classic,
reversible,
ischaemic,-0.7342090058745828
neurological,-0.7397309639081261
deficit,-0.7374775739282405
.,
Disease,
-,
specific,
questionnaire,
for,
patients,
with,
a,
renal,
transplant,
.,
A,
disease,
-,
specific,
questionnaire,
to,
assess,
the,
quality,
of,
life,
of,
renal,
transplant,
recipients,
was,
developed,
.,
A,
list,
of,
items,
of,
potential,
relevance,
to,
these,
patients,
was,
created,
and,
50,
transplant,
recipients,
rated,
the,
importance,
of,
each,
item,
.,
A,
combination,
of,
factor,
analysis,
and,
clinical,
judgment,
was,
then,
used,
to,
create,
the,
final,
questionnaire,
which,
consists,
of,
25,
questions,
in,
5,
dimensions,
(,
physical,
symptoms,
",",
fatigue,
",",
uncertainty,
/,
fear,
",",
appearance,
and,
emotions,
),
.,
The,
physical,
symptoms,
dimension,
is,
patient,
specific,
.,
All,
questions,
are,
scored,
on,
a,
7,
-,
point,
Likert,
scale,
.,
The,
reproducibility,
of,
the,
questionnaire,
when,
it,
was,
administered,
to,
stable,
transplant,
recipients,
was,
high,
(,
intraclass,
correlation,
coefficients,
between,
0,
.,
82,
and,
0,
.,
91,
for,
the,
5,
dimensions,
),
.,
The,
scores,
of,
all,
dimensions,
except,
appearance,
improved,
6,
months,
after,
transplantation,
",",
when,
compared,
to,
pretransplantation,
scores,
.,
Patients,
who,
had,
a,
well,
-,
functioning,
graft,
(,
creatinine,
<,
250,
mmol,
/,
l,
),
had,
higher,
scores,
than,
those,
with,
poorly,
functioning,
grafts,
.,
This,
questionnaire,
is,
easy,
to,
administer,
and,
is,
valid,
",",
reproducible,
in,
stable,
patients,
and,
responsive,
to,
change,
.,
Carbon,
monoxide,
suppresses,
membrane,
expression,
of,
TLR4,
via,
myeloid,
differentiation,
factor,
-,
2,
in,
betaTC3,
cells,
.,
Islet,
allografts,
from,
donor,
mice,
exposed,
to,
CO,
are,
protected,
from,
immune,
rejection,
after,
transplantation,
via,
the,
suppression,
of,
membrane,
trafficking,
/,
activation,
of,
TLR4,
in,
islets,
/,
beta,
cells,
.,
The,
molecular,
mechanisms,
of,
how,
CO,
suppresses,
TLR4,
activation,
in,
beta,
cells,
remain,
unclear,
and,
are,
the,
focus,
of,
this,
study,
.,
Cells,
of,
the,
insulinoma,-0.38606492242936
cell,
line,
",",
betaTC3,
",",
were,
stably,
transfected,
with,
pcDNA3,
-,
TLR4,
-,
YFP,
and,
pDsRed,
-,
Monomer,
-,
Golgi,
plasmids,
and,
used,
to,
identify,
the,
subcellular,
distribution,
of,
TLR4,
before,
and,
after,
LPS,
stimulation,
by,
confocal,
microscopy,
.,
Immunofluorescence,
analysis,
revealed,
that,
TLR4,
mainly,
resides,
in,
the,
Golgi,
apparatus,
in,
betaTC3,
cells,
when,
in,
a,
quiescent,
state,
.,
LPS,
stimulation,
led,
to,
a,
rapid,
trafficking,
of,
TLR4,
from,
the,
Golgi,
to,
the,
cell,
membrane,
.,
Physical,
interaction,
between,
TLR4,
and,
myeloid,
differentiation,
factor,
-,
2,
(,
MD,
-,
2,
),
was,
confirmed,
by,
immunoprecipitation,
.,
Depleting,
MD,
-,
2,
using,
small,
interfering,
RNA,
or,
blocking,
the,
N,
-,
glycosylation,
of,
cells,
using,
tunicamycin,
blocked,
membrane,
trafficking,
of,
TLR4,
.,
Pre,
-,
exposing,
cells,
to,
CO,
at,
a,
concentration,
of,
250,
parts,
per,
million,
suppressed,
membrane,
trafficking,
of,
TLR4,
via,
inhibiting,
its,
glycosylation,
and,
the,
interaction,
between,
TLR4,
and,
MD,
-,
2,
.,
In,
conclusion,
",",
MD,
-,
2,
is,
required,
for,
the,
glycosylation,
of,
TLR4,
and,
its,
consequent,
membrane,
trafficking,
in,
betaTC3,
cells,
.,
CO,
suppresses,
membrane,
activation,
of,
TLR4,
via,
blocking,
its,
glycosylation,
and,
the,
physical,
interaction,
between,
TLR4,
and,
MD,
-,
2,
.,
Transvesical,
endoscopic,
placement,
of,
sutures,
for,
repair,
of,
posterior,
urethral,0.449654418476419
strictures,0.4227724370916363
.,
Reapproximation,
of,
urethra,
or,
skin,
across,
an,
excised,
scar,
in,
the,
posterior,
urethra,
requires,
placement,
of,
sutures,
deep,
in,
the,
perineum,
",",
across,
the,
external,
sphincter,
",",
and,
into,
the,
prostatic,
urethra,
itself,
.,
In,
the,
most,
problematic,
cases,
",",
placement,
of,
such,
sutures,
via,
a,
suprapubic,
cystostomy,
tract,
eliminates,
most,
of,
the,
usual,
difficulties,
.,
Volatile,
flavor,
components,
of,
rice,
cakes,
.,
Volatiles,
were,
obtained,
from,
commercially,
prepared,
and,
laboratory,
-,
prepared,
rice,
cakes,
using,
high,
-,
flow,
dynamic,
headspace,
isolation,
with,
Tenax,
trapping,
.,
Analysis,
was,
carried,
out,
by,
capillary,
GC,
/,
MS,
.,
More,
than,
60,
compounds,
were,
identified,
.,
Major,
volatiles,
included,
1,
-,
hydroxy,
-,
2,
-,
propanone,
",",
furfuryl,
alcohol,
",",
2,
",",
5,
-,
dimethylpyrazine,
",",
2,
-,
methylpyrazine,
",",
pyrazine,
",",
hexanal,
",",
furfural,
",",
pentanol,
",",
3,
-,
hydroxy,
-,
2,
-,
butanone,
(,
acetoin,
),
",",
and,
ethyl,
-,
3,
",",
6,
-,
dimethylpyrazine,
.,
Although,
not,
ideally,
applicable,
to,
a,
dry,
product,
",",
concentration,
/,
threshold,
ratios,
indicated,
that,
the,
compounds,
with,
a,
high,
probability,
of,
contributing,
to,
the,
aroma,
and,
flavor,
included,
3,
-,
methylbutanal,
",",
dimethyl,
trisulfide,
",",
2,
-,
ethyl,
-,
3,
",",
5,
-,
dimethylpyrazine,
",",
4,
-,
vinylguaiacol,
",",
hexanal,
",",
(,
E,
",",
E,
),
-,
2,
",",
4,
-,
decadienal,
",",
2,
-,
methylbutanal,
",",
2,
-,
acetyl,
-,
1,
-,
pyrroline,
",",
1,
-,
octen,
-,
3,
-,
ol,
",",
and,
1,
-,
octen,
-,
3,
-,
one,
.,
