Word	P(None)	P(Phenotype)
pathways	1.0	0.0
vein	0.957791428571	0.0422085714286
opened	1.0	0.0
designers	1.0	0.0
pseudokidney	0.90507	0.09493
dysphasia	6e-05	0.99994
lasted	1.0	0.0
diagnosis	1.0	0.0
rural	1.0	0.0
silica	1.0	0.0
ischaemic	6e-05	0.99994
liver	0.998514	0.001486
